issue,title,platform,group,release,release_converted,link,download_links,external_links
"Krush, Kill 'n' Destroy (KKND) Review","Krush, Kill 'n' Destroy (KKND) Review",MS-Dos,The Reviewers Guild,2 March 1997,02.03.1997,https://demozoo.org//productions/287676/,"https://files.scene.org/get/mags/reviews/trg/krush_kill_n_destroy_review.zip, https://files.scene.org/view/mags/reviews/trg/krush_kill_n_destroy_review.zip",
L.A.P.D. Disk Catalogue V16.7,L.A.P.D. Disk Catalogue,Atari ST/E,L.A.P.D.,,,https://demozoo.org//productions/91219/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/LAPD/LAPDV167.ZIP,
L.A.P.D. Disk Catalogue V21.0,L.A.P.D. Disk Catalogue,Atari ST/E,L.A.P.D.,,,https://demozoo.org//productions/91220/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/LAPD/LAPDV210.ZIP,
Lameness #6,Lameness,MS-Dos,Lameness Staff,1 June 1992,01.06.1992,https://demozoo.org//productions/309728/,"https://files.scene.org/get/mags/lameness/lame-6.zip, https://files.scene.org/view/mags/lameness/lame-6.zip",
Lamer Of The World #1,lamer Of The World,MS-Dos,Banch O' Guys,1994,01.01.1994,https://demozoo.org//productions/269519/,"https://files.scene.org/get/mirrors/artpacks/unsorted/bog-lotw.zip, https://files.scene.org/view/mirrors/artpacks/unsorted/bog-lotw.zip",
Lamer Of The World #2,lamer Of The World,MS-Dos,Banch O' Guys,28 February 1994,28.02.1994,https://demozoo.org//productions/288687/,"https://files.scene.org/get/demos/compilations/lost_found_and_more/mags_reviews/lamer_of_the_world_2.zip, https://files.scene.org/view/demos/compilations/lost_found_and_more/mags_reviews/lamer_of_the_world_2.zip",
LameZin 2,LameZin,Amiga OCS/ECS,Terror 13,2000,01.01.2000,https://demozoo.org//productions/221968/,"http://ftp.amigascne.org/pub/amiga/Groups/Magazines/Lamezin2.lha, https://archive.scene.org/pub/mirrors/amigascne/Groups/Magazines/Lamezin2.lha, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/Magazines/Lamezin2.lha",http://janeway.exotica.org.uk/release.php?id=76172
Lancelot 2 #1,Lancelot 2,MS-Dos,Lancelot 2 Staff,November 1992,01.11.1992,https://demozoo.org//productions/120555/,"https://defacto2.net/d/a348a?filename=lance2-1.zip, https://files.scene.org/get/demos/groups/the_dream_team/lancelot2/lance2-1.zip, https://files.scene.org/view/demos/groups/the_dream_team/lancelot2/lance2-1.zip","https://defacto2.net/f/a348a, https://www.pouet.net/prod.php?which=22457"
Lancelot 2 #10,Lancelot 2,MS-Dos,Lancelot 2 Staff,March 1994,01.03.1994,https://demozoo.org//productions/164516/,"https://defacto2.net/file/download/a549f?filename=lance2-10.zip, https://files.scene.org/get/mags/lancelot2/lance2-10.zip, https://files.scene.org/view/mags/lancelot2/lance2-10.zip","https://defacto2.net/f/a549f, https://www.pouet.net/prod.php?which=22467"
Lancelot 2 #11,Lancelot 2,MS-Dos,Lancelot 2 Staff,June 1994,01.06.1994,https://demozoo.org//productions/164517/,"https://defacto2.net/file/download/a647b?filename=lance2-11.zip, https://files.scene.org/get/mags/lancelot2/lance2-11.zip, https://files.scene.org/view/mags/lancelot2/lance2-11.zip","https://defacto2.net/f/a647b, https://www.pouet.net/prod.php?which=22469"
Lancelot 2 #2,Lancelot 2,MS-Dos,Lancelot 2 Staff,November 1992,01.11.1992,https://demozoo.org//productions/120556/,"https://defacto2.net/d/a4466?filename=lance2-2.zip, https://files.scene.org/get/demos/groups/the_dream_team/lancelot2/lance2-2.zip, https://files.scene.org/view/demos/groups/the_dream_team/lancelot2/lance2-2.zip","https://defacto2.net/f/a4466, https://www.pouet.net/prod.php?which=22458"
Lancelot 2 #3,Lancelot 2,MS-Dos,Lancelot 2 Staff,December 1992,01.12.1992,https://demozoo.org//productions/120557/,"https://defacto2.net/file/download/a57c2?filename=lance2-3.zip, https://files.scene.org/get/demos/groups/the_dream_team/lancelot2/lance2-3.zip, https://files.scene.org/view/demos/groups/the_dream_team/lancelot2/lance2-3.zip","https://defacto2.net/f/a57c2, https://www.pouet.net/prod.php?which=22459"
Lancelot 2 #4,Lancelot 2,MS-Dos,Lancelot 2 Staff,January 1993,01.01.1993,https://demozoo.org//productions/164510/,"https://defacto2.net/file/download/a67be?filename=lance2-4.zip, https://files.scene.org/get/demos/groups/the_dream_team/lancelot2/lance2-4.zip, https://files.scene.org/view/demos/groups/the_dream_team/lancelot2/lance2-4.zip","https://defacto2.net/f/a67be, https://www.pouet.net/prod.php?which=22460"
Lancelot 2 #5,Lancelot 2,MS-Dos,Lancelot 2 Staff,January 1993,01.01.1993,https://demozoo.org//productions/164511/,"https://defacto2.net/file/download/a771a?filename=lance2-5.zip, https://files.scene.org/get/mags/lancelot2/lance2-5.zip, https://files.scene.org/view/mags/lancelot2/lance2-5.zip","https://defacto2.net/f/a771a, https://www.pouet.net/prod.php?which=22462"
Lancelot 2 #6,Lancelot 2,MS-Dos,Lancelot 2 Staff,June 1993,01.06.1993,https://demozoo.org//productions/164512/,"https://defacto2.net/file/download/aa66d?filename=lance2-6.zip, https://files.scene.org/get/mags/lancelot2/lance2-6.zip, https://files.scene.org/view/mags/lancelot2/lance2-6.zip","https://defacto2.net/f/aa66d, https://www.pouet.net/prod.php?which=22463"
Lancelot 2 #7,Lancelot 2,MS-Dos,Lancelot 2 Staff,June 1993,01.06.1993,https://demozoo.org//productions/164513/,"https://defacto2.net/file/download/a25eb?filename=lance2-7.zip, https://files.scene.org/get/mags/lancelot2/lance2-7.zip, https://files.scene.org/view/mags/lancelot2/lance2-7.zip","https://defacto2.net/f/a25eb, https://www.pouet.net/prod.php?which=22464"
Lancelot 2 #8,Lancelot 2,MS-Dos,Lancelot 2 Staff,August 1993,01.08.1993,https://demozoo.org//productions/164514/,"https://defacto2.net/file/download/a3547?filename=lance2-8.zip, https://files.scene.org/get/mags/lancelot2/lance2-8.zip, https://files.scene.org/view/mags/lancelot2/lance2-8.zip","https://defacto2.net/f/a3547, https://www.pouet.net/prod.php?which=22465"
Lancelot 2 #9,Lancelot 2,MS-Dos,Lancelot 2 Staff,September 1993,01.09.1993,https://demozoo.org//productions/164515/,"https://defacto2.net/file/download/a4523?filename=lance2-9.zip, https://files.scene.org/get/mags/lancelot2/lance2-9.zip, https://files.scene.org/view/mags/lancelot2/lance2-9.zip","https://defacto2.net/f/a4523, https://www.pouet.net/prod.php?which=22466"
Lancelot Game Review Magazine #1,Lancelot Game Review Magazine,MS-Dos,Lancelot Staff,4 March 1991,04.03.1991,https://demozoo.org//productions/308726/,https://defacto2.net/d/a55b7,https://defacto2.net/f/a55b7
Lancelot Game Review Magazine #2,Lancelot Game Review Magazine,MS-Dos,Lancelot Staff,26 March 1991,26.03.1991,https://demozoo.org//productions/308725/,https://defacto2.net/d/a7525,https://defacto2.net/f/a7525
Lands Of Lore Solve,lands Of Lore Solve,MS-Dos,Terratron,7 August 1993,07.08.1993,https://demozoo.org//productions/287449/,"https://files.scene.org/get/demos/compilations/lost_found_and_more/mags_reviews/lands_of_lore_solve.zip, https://files.scene.org/view/demos/compilations/lost_found_and_more/mags_reviews/lands_of_lore_solve.zip",
Lano #1,Lano,MS-Dos,"Hijack, Yeti",June 1995,01.06.1995,https://demozoo.org//productions/184624/,"https://files.scene.org/get/mags/lano/lano1.zip, https://files.scene.org/view/mags/lano/lano1.zip",https://www.pouet.net/prod.php?which=62322
Lano #3,Lano,MS-Dos,Rectum Cauda,June 1996,01.06.1996,https://demozoo.org//productions/295570/,"https://files.scene.org/get/mags/lano/rc_lano3.zip, https://files.scene.org/view/mags/lano/rc_lano3.zip",https://www.pouet.net/prod.php?which=62323
Laser Squad Review,Laser Squad Review,MS-Dos,Terratron,12 January 1993,12.01.1993,https://demozoo.org//productions/287426/,"https://files.scene.org/get/mags/reviews/terratron/laser_squad_review.zip, https://files.scene.org/view/mags/reviews/terratron/laser_squad_review.zip",
Last Action Hero Review,Last Action Hero Review,MS-Dos,Terratron,1 July 1994,01.07.1994,https://demozoo.org//productions/287427/,"https://files.scene.org/get/mags/reviews/terratron/last_action_hero_review.zip, https://files.scene.org/view/mags/reviews/terratron/last_action_hero_review.zip",
Le Reporter #8,Le Reporter,MS-Dos,Le Reporter Staff,1 September 1995,01.09.1995,https://demozoo.org//productions/306721/,"https://files.scene.org/get/demos/compilations/lost_found_and_more/mags_reviews/rep008.zip, https://files.scene.org/view/demos/compilations/lost_found_and_more/mags_reviews/rep008.zip",
Ledgers Diskmagazine Volume 1,Ledgers Diskmagazine,Atari ST/E,The Untouchables,25 June 1991,25.06.1991,https://demozoo.org//productions/78502/,"http://no-fragments.atari.org/no_fragments_10/MAGS/LEDGERS/LEDG_01.MSA, https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/LEDGERS/LEDG_01.ZIP",https://www.pouet.net/prod.php?which=55140
Ledgers Diskmagazine Volume 10,Ledgers Diskmagazine,Atari ST/E,The Untouchables,1 May 1992,01.05.1992,https://demozoo.org//productions/78511/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/LEDGERS/LEDG_10.ZIP,https://www.pouet.net/prod.php?which=55137
Ledgers Diskmagazine Volume 11,Ledgers Diskmagazine,Atari ST/E,The Untouchables,July 1992,01.07.1992,https://demozoo.org//productions/78512/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/LEDGERS/LEDG_11.ZIP,"https://www.pouet.net/prod.php?which=49976, https://web.archive.org/web/19970121061825/http://grelb.src.gla.ac.uk:8000/~mjames/computers/source/boot_sec/bootsector.html"
Ledgers Diskmagazine Volume 12,Ledgers Diskmagazine,Atari ST/E,The Untouchables,August 1992,01.08.1992,https://demozoo.org//productions/78513/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/LEDGERS/LEDG_12.ZIP,https://www.pouet.net/prod.php?which=55138
Ledgers Diskmagazine Volume 13,Ledgers Diskmagazine,Atari ST/E,The Untouchables,3 September 1992 at,03.09.1992,https://demozoo.org//productions/78514/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/LEDGERS/LEDG_13.ZIP,https://www.pouet.net/prod.php?which=55139
Ledgers Diskmagazine Volume 2,Ledgers Diskmagazine,Atari ST/E,The Untouchables,15 July 1991,15.07.1991,https://demozoo.org//productions/78503/,"http://no-fragments.atari.org/no_fragments_10/MAGS/LEDGERS/LEDG_02.MSA, https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/LEDGERS/LEDG_02.ZIP",https://www.pouet.net/prod.php?which=49977
Ledgers Diskmagazine Volume 3,Ledgers Diskmagazine,Atari ST/E,The Untouchables,20 August 1991,20.08.1991,https://demozoo.org//productions/78504/,"http://no-fragments.atari.org/no_fragments_10/MAGS/LEDGERS/LEDG_03.MSA, https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/LEDGERS/LEDG_03.ZIP",https://www.pouet.net/prod.php?which=49978
Ledgers Diskmagazine Volume 4 (V2.0),Ledgers Diskmagazine,Atari ST/E,The Untouchables,October 1991,01.10.1991,https://demozoo.org//productions/78505/,"http://no-fragments.atari.org/no_fragments_10/MAGS/LEDGERS/LEDG_04.MSA, https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/LEDGERS/LEDG_04.ZIP",https://www.pouet.net/prod.php?which=49974
Ledgers Diskmagazine Volume 5,Ledgers Diskmagazine,Atari ST/E,The Untouchables,November 1991,01.11.1991,https://demozoo.org//productions/78506/,"http://no-fragments.atari.org/no_fragments_10/MAGS/LEDGERS/LEDG_05.MSA, https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/LEDGERS/LEDG_05.ZIP",https://www.pouet.net/prod.php?which=31048
Ledgers Diskmagazine Volume 6,Ledgers Diskmagazine,Atari ST/E,The Untouchables,7 December 1991,07.12.1991,https://demozoo.org//productions/78507/,"http://no-fragments.atari.org/no_fragments_10/MAGS/LEDGERS/LEDG_06.MSA, https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/LEDGERS/LEDG_06.ZIP",https://www.pouet.net/prod.php?which=31049
Ledgers Diskmagazine Volume 7,Ledgers Diskmagazine,Atari ST/E,The Untouchables,January 1992,01.01.1992,https://demozoo.org//productions/78508/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/LEDGERS/LEDG_07.ZIP,https://www.pouet.net/prod.php?which=55134
Ledgers Diskmagazine Volume 8,Ledgers Diskmagazine,Atari ST/E,The Untouchables,1 February 1992,01.02.1992,https://demozoo.org//productions/78509/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/LEDGERS/LEDG_08.ZIP,https://www.pouet.net/prod.php?which=55135
Ledgers Diskmagazine Volume 9,Ledgers Diskmagazine,Atari ST/E,The Untouchables,1 April 1992,01.04.1992,https://demozoo.org//productions/78510/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/LEDGERS/LEDG_09.ZIP,https://www.pouet.net/prod.php?which=55136
Legend #2,Legend,Windows,ADDiCT,November 2001,01.11.2001,https://demozoo.org//productions/181605/,"https://files.scene.org/get/mags/legend/legend2.zip, https://files.scene.org/view/mags/legend/legend2.zip",https://www.pouet.net/prod.php?which=4338
Legend #3,Legend,Windows,ADDiCT,November 2001,01.11.2001,https://demozoo.org//productions/181606/,"https://files.scene.org/get/mags/legend/legend3.zip, https://files.scene.org/view/mags/legend/legend3.zip",https://www.pouet.net/prod.php?which=4339
Legend #4,Legend,Windows,ADDiCT,November 2001,01.11.2001,https://demozoo.org//productions/181607/,"https://files.scene.org/get/mags/legend/legend4.zip, https://files.scene.org/view/mags/legend/legend4.zip",https://www.pouet.net/prod.php?which=4340
Legion 1,Legion,Amiga OCS/ECS,Legion,27 December 1994,27.12.1994,https://demozoo.org//productions/214438/,"http://ftp.amigascne.org/pub/amiga/Groups/L/Legion/Legion-Legion1.dms, https://archive.scene.org/pub/mirrors/amigascne/Groups/L/Legion/Legion-Legion1.dms, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/L/Legion/Legion-Legion1.dms, https://files.scene.org/get/mags/legion/legion1.dms, https://files.scene.org/view/mags/legion/legion1.dms",http://janeway.exotica.org.uk/release.php?id=71906
Legion 2,Legion,Amiga OCS/ECS,Legion,7 February 1995,07.02.1995,https://demozoo.org//productions/214439/,"http://ftp.amigascne.org/pub/amiga/Groups/L/Legion/Legion-Legion2.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/L/Legion/Legion-Legion2.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/L/Legion/Legion-Legion2.adf, https://files.scene.org/get/mags/legion/legion2.dms, https://files.scene.org/view/mags/legion/legion2.dms",http://janeway.exotica.org.uk/release.php?id=71888
Legion 3,Legion,Amiga OCS/ECS,Legion,10 April 1995,10.04.1995,https://demozoo.org//productions/214442/,"http://ftp.amigascne.org/pub/amiga/Groups/L/Legion/Legion-Legion3.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/L/Legion/Legion-Legion3.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/L/Legion/Legion-Legion3.adf, https://files.scene.org/get/mags/legion/legion3.dms, https://files.scene.org/view/mags/legion/legion3.dms",http://janeway.exotica.org.uk/release.php?id=71891
Legion 4,Legion,Amiga OCS/ECS,Legion,30 June 1995,30.06.1995,https://demozoo.org//productions/214444/,"http://ftp.amigascne.org/pub/amiga/Groups/L/Legion/Legion-Legion4A.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/L/Legion/Legion-Legion4A.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/L/Legion/Legion-Legion4A.adf, http://ftp.amigascne.org/pub/amiga/Groups/L/Legion/Legion-Legion4B.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/L/Legion/Legion-Legion4B.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/L/Legion/Legion-Legion4B.adf, https://files.scene.org/get/mags/legion/legion4a.dms, https://files.scene.org/view/mags/legion/legion4a.dms, https://files.scene.org/get/mags/legion/legion4b.dms, https://files.scene.org/view/mags/legion/legion4b.dms",http://janeway.exotica.org.uk/release.php?id=71896
Legion 5,Legion,Amiga OCS/ECS,Legion,29 August 1995,29.08.1995,https://demozoo.org//productions/214445/,"http://ftp.amigascne.org/pub/amiga/Groups/L/Legion/Legion-Legion5.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/L/Legion/Legion-Legion5.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/L/Legion/Legion-Legion5.adf, https://files.scene.org/get/mags/legion/legion5.dms, https://files.scene.org/view/mags/legion/legion5.dms",http://janeway.exotica.org.uk/release.php?id=71900
Legion 6,Legion,Amiga OCS/ECS,Legion,1 February 1996,01.02.1996,https://demozoo.org//productions/214446/,"http://ftp.amigascne.org/pub/amiga/Groups/L/Legion/Legion-Legion6.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/L/Legion/Legion-Legion6.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/L/Legion/Legion-Legion6.adf, https://files.scene.org/get/mags/legion/legion6.dms, https://files.scene.org/view/mags/legion/legion6.dms",http://janeway.exotica.org.uk/release.php?id=71905
Lejmbajzelek 1,Lejmbajzelek,Amiga AGA,Terror 13,2003,01.01.2003,https://demozoo.org//productions/221969/,"http://ftp.amigascne.org/pub/amiga/Groups/Magazines/-LejmBajczek1.lha, https://archive.scene.org/pub/mirrors/amigascne/Groups/Magazines/-LejmBajczek1.lha, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/Magazines/-LejmBajczek1.lha",http://janeway.exotica.org.uk/release.php?id=76173
Lemmings Paintball Review,Lemmings Paintball Review,MS-Dos,The Reviewers Guild,4 May 1996,04.05.1996,https://demozoo.org//productions/287680/,"https://files.scene.org/get/mags/reviews/trg/lemmings_paintball_review.zip, https://files.scene.org/view/mags/reviews/trg/lemmings_paintball_review.zip",
Lethal News 2,Lethal News,Commodore 64,Bonzai,6 March 1990,06.03.1990,https://demozoo.org//productions/302502/,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Lethal_News/Lethal_News_02.zip, http://csdb.dk/getinternalfile.php/35100/bz-LethalNews02.zip","https://csdb.dk/release/?id=8756, https://www.pouet.net/prod.php?which=44834"
Lethal News 4,Lethal News,Commodore 64,Bonzai,May 1990,01.05.1990,https://demozoo.org//productions/137704/,ftp://ftp.scs-trc.net/pub/c64/Magazines/Lethal_News/Lethal_News_04.zip,"https://csdb.dk/release/?id=8758, https://www.pouet.net/prod.php?which=44832"
Lethal News 6,Lethal News,Commodore 64,Bonzai,December 1990,01.12.1990,https://demozoo.org//productions/274299/,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Lethal_News/Lethal_News_06.zip, http://csdb.dk/getinternalfile.php/64463/bz-LethalNews06.zip",https://www.pouet.net/prod.php?which=44831
Lethal Tender Quick Dox,Lethal Tender,MS-Dos,Terratron,14 October 1993,14.10.1993,https://demozoo.org//productions/287428/,"https://files.scene.org/get/demos/compilations/lost_found_and_more/mags_reviews/lethal_tender_quick_dox.zip, https://files.scene.org/view/demos/compilations/lost_found_and_more/mags_reviews/lethal_tender_quick_dox.zip",
Lethal Tender Review,Lethal Tender,MS-Dos,The Review Crew,10 October 1993,10.10.1993,https://demozoo.org//productions/293978/,"https://files.scene.org/get/mags/reviews/trc/trc_lethal_tender_review.zip, https://files.scene.org/view/mags/reviews/trc/trc_lethal_tender_review.zip",
Lettermania,Lettermania,Amiga OCS/ECS,Byterapers,1992,01.01.1992,https://demozoo.org//productions/236337/,"http://ftp.amigascne.org/pub/amiga/Groups/B/Byterapers/Byterapers-Lettermania, https://archive.scene.org/pub/mirrors/amigascne/Groups/B/Byterapers/Byterapers-Lettermania, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/B/Byterapers/Byterapers-Lettermania","http://janeway.exotica.org.uk/release.php?id=85095, https://www.pouet.net/prod.php?which=49529, https://www.youtube.com/watch?v=-CGN5y1G8bQ"
Leuk & Stoer 1,Leuk & Stoer,Amiga OCS/ECS,Stoer & Nutteloos,August 1995,01.08.1995,https://demozoo.org//productions/224732/,"http://ftp.amigascne.org/pub/amiga/Groups/S/Stoer&Nutteloos/Stoer&Nutteloos-Leuk&Stoer1.DMS, https://archive.scene.org/pub/mirrors/amigascne/Groups/S/Stoer&Nutteloos/Stoer&Nutteloos-Leuk&Stoer1.DMS, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/S/Stoer&Nutteloos/Stoer&Nutteloos-Leuk&Stoer1.DMS",http://janeway.exotica.org.uk/release.php?id=74745
