issue,title,platform,release,collection,creator,description,downloads,format,identifier,item_size,language,mediatype,num_reviews,oai_updatedate,publicdate,publisher,reviewdate,subject,link
Loadstar Issue #179 (199x)(Softdisk)(Side D),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #179 (199x)(Softdisk)(Side D),49,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_179_199x_Softdisk_Side_D,405188,English,software,,"15.04.2021, 17.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_179_199x_Softdisk_Side_D
Loadstar Issue #180 (199x)(Softdisk)(Side A),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #180 (199x)(Softdisk)(Side A),34,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_180_199x_Softdisk_Side_A,516340,English,software,,"15.04.2021, 17.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_180_199x_Softdisk_Side_A
Loadstar Issue #180 (199x)(Softdisk)(Side B),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #180 (199x)(Softdisk)(Side B),35,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_180_199x_Softdisk_Side_B,621004,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_180_199x_Softdisk_Side_B
Loadstar Issue #180 (199x)(Softdisk)(Side C),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #180 (199x)(Softdisk)(Side C),47,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_180_199x_Softdisk_Side_C,472355,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_180_199x_Softdisk_Side_C
Loadstar Issue #180 (199x)(Softdisk)(Side D),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #180 (199x)(Softdisk)(Side D),36,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_180_199x_Softdisk_Side_D,405738,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_180_199x_Softdisk_Side_D
Loadstar Issue #181 (199x)(Softdisk)(Side A),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #181 (199x)(Softdisk)(Side A),50,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_181_199x_Softdisk_Side_A,694833,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_181_199x_Softdisk_Side_A
Loadstar Issue #181 (199x)(Softdisk)(Side B),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #181 (199x)(Softdisk)(Side B),73,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_181_199x_Softdisk_Side_B,494135,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_181_199x_Softdisk_Side_B
Loadstar Issue #181 (199x)(Softdisk)(Side C),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #181 (199x)(Softdisk)(Side C),39,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_181_199x_Softdisk_Side_C,481849,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_181_199x_Softdisk_Side_C
Loadstar Issue #181 (199x)(Softdisk)(Side D),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #181 (199x)(Softdisk)(Side D),46,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_181_199x_Softdisk_Side_D,327811,English,software,,"15.04.2021, 17.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_181_199x_Softdisk_Side_D
Loadstar Issue #182 (199x)(Softdisk)(Side A),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #182 (199x)(Softdisk)(Side A),41,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_182_199x_Softdisk_Side_A,623753,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_182_199x_Softdisk_Side_A
Loadstar Issue #182 (199x)(Softdisk)(Side B),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #182 (199x)(Softdisk)(Side B),38,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_182_199x_Softdisk_Side_B,473138,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_182_199x_Softdisk_Side_B
Loadstar Issue #182 (199x)(Softdisk)(Side C),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #182 (199x)(Softdisk)(Side C),34,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_182_199x_Softdisk_Side_C,931914,English,software,,"15.04.2021, 17.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_182_199x_Softdisk_Side_C
Loadstar Issue #182 (199x)(Softdisk)(Side D),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #182 (199x)(Softdisk)(Side D),29,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_182_199x_Softdisk_Side_D,972063,English,software,,"15.04.2021, 17.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_182_199x_Softdisk_Side_D
Loadstar Issue #182 (199x)(Softdisk)(Side E),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #182 (199x)(Softdisk)(Side E),43,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_182_199x_Softdisk_Side_E,676453,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_182_199x_Softdisk_Side_E
Loadstar Issue #182 (199x)(Softdisk)(Side F),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #182 (199x)(Softdisk)(Side F),27,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_182_199x_Softdisk_Side_F,688773,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_182_199x_Softdisk_Side_F
Loadstar Issue #183 (199x)(Softdisk)(Side A),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #183 (199x)(Softdisk)(Side A),41,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_183_199x_Softdisk_Side_A,829308,English,software,,"15.04.2021, 17.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_183_199x_Softdisk_Side_A
Loadstar Issue #183 (199x)(Softdisk)(Side B),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #183 (199x)(Softdisk)(Side B),56,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_183_199x_Softdisk_Side_B,478145,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_183_199x_Softdisk_Side_B
Loadstar Issue #183 (199x)(Softdisk)(Side C),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #183 (199x)(Softdisk)(Side C),37,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_183_199x_Softdisk_Side_C,662208,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_183_199x_Softdisk_Side_C
Loadstar Issue #183 (199x)(Softdisk)(Side D),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #183 (199x)(Softdisk)(Side D),43,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_183_199x_Softdisk_Side_D,391911,English,software,,"15.04.2021, 17.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_183_199x_Softdisk_Side_D
Loadstar Issue #184 (199x)(Softdisk)(Side A),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #184 (199x)(Softdisk)(Side A),37,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_184_199x_Softdisk_Side_A,899126,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_184_199x_Softdisk_Side_A
Loadstar Issue #184 (199x)(Softdisk)(Side B),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #184 (199x)(Softdisk)(Side B),36,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_184_199x_Softdisk_Side_B,500540,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_184_199x_Softdisk_Side_B
Loadstar Issue #184 (199x)(Softdisk)(Side C),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #184 (199x)(Softdisk)(Side C),48,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_184_199x_Softdisk_Side_C,500540,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_184_199x_Softdisk_Side_C
Loadstar Issue #184 (199x)(Softdisk)(Side D),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #184 (199x)(Softdisk)(Side D),28,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_184_199x_Softdisk_Side_D,391841,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_184_199x_Softdisk_Side_D
Loadstar Issue #185 (199x)(Softdisk)(Side A),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #185 (199x)(Softdisk)(Side A),27,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_185_199x_Softdisk_Side_A,687045,English,software,,"15.04.2021, 17.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_185_199x_Softdisk_Side_A
Loadstar Issue #185 (199x)(Softdisk)(Side B),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #185 (199x)(Softdisk)(Side B),42,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_185_199x_Softdisk_Side_B,485219,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_185_199x_Softdisk_Side_B
Loadstar Issue #185 (199x)(Softdisk)(Side C),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #185 (199x)(Softdisk)(Side C),55,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_185_199x_Softdisk_Side_C,485219,English,software,,"15.04.2021, 17.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_185_199x_Softdisk_Side_C
Loadstar Issue #185 (199x)(Softdisk)(Side D),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #185 (199x)(Softdisk)(Side D),44,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_185_199x_Softdisk_Side_D,405108,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_185_199x_Softdisk_Side_D
Loadstar Issue #186 (199x)(Softdisk)(Side A),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #186 (199x)(Softdisk)(Side A),43,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_186_199x_Softdisk_Side_A,1663221,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_186_199x_Softdisk_Side_A
Loadstar Issue #186 (199x)(Softdisk)(Side B),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #186 (199x)(Softdisk)(Side B),60,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_186_199x_Softdisk_Side_B,485909,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_186_199x_Softdisk_Side_B
Loadstar Issue #186 (199x)(Softdisk)(Side C),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #186 (199x)(Softdisk)(Side C),41,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_186_199x_Softdisk_Side_C,637696,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_186_199x_Softdisk_Side_C
Loadstar Issue #186 (199x)(Softdisk)(Side D),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #186 (199x)(Softdisk)(Side D),36,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_186_199x_Softdisk_Side_D,390984,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_186_199x_Softdisk_Side_D
Loadstar Issue #187 (199x)(Softdisk)(Side A),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #187 (199x)(Softdisk)(Side A),33,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_187_199x_Softdisk_Side_A,2099064,English,software,,"15.04.2021, 17.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_187_199x_Softdisk_Side_A
Loadstar Issue #187 (199x)(Softdisk)(Side B),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #187 (199x)(Softdisk)(Side B),42,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_187_199x_Softdisk_Side_B,494070,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_187_199x_Softdisk_Side_B
Loadstar Issue #187 (199x)(Softdisk)(Side C),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #187 (199x)(Softdisk)(Side C),37,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_187_199x_Softdisk_Side_C,616535,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_187_199x_Softdisk_Side_C
Loadstar Issue #187 (199x)(Softdisk)(Side D),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #187 (199x)(Softdisk)(Side D),45,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_187_199x_Softdisk_Side_D,456248,English,software,,"15.04.2021, 17.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_187_199x_Softdisk_Side_D
Loadstar Issue #188 (199x)(Softdisk)(Side A),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #188 (199x)(Softdisk)(Side A),29,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_188_199x_Softdisk_Side_A,1148778,English,software,,"15.04.2021, 17.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_188_199x_Softdisk_Side_A
Loadstar Issue #188 (199x)(Softdisk)(Side B),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #188 (199x)(Softdisk)(Side B),37,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_188_199x_Softdisk_Side_B,651475,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_188_199x_Softdisk_Side_B
Loadstar Issue #188 (199x)(Softdisk)(Side C),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #188 (199x)(Softdisk)(Side C),74,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_188_199x_Softdisk_Side_C,494921,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_188_199x_Softdisk_Side_C
Loadstar Issue #188 (199x)(Softdisk)(Side D),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #188 (199x)(Softdisk)(Side D),37,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_188_199x_Softdisk_Side_D,327811,English,software,,"15.04.2021, 17.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_188_199x_Softdisk_Side_D
Loadstar Issue #189 (199x)(Softdisk)(Side A),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #189 (199x)(Softdisk)(Side A),35,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_189_199x_Softdisk_Side_A,1149603,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_189_199x_Softdisk_Side_A
Loadstar Issue #189 (199x)(Softdisk)(Side B),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #189 (199x)(Softdisk)(Side B),35,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_189_199x_Softdisk_Side_B,551836,English,software,,"15.04.2021, 17.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_189_199x_Softdisk_Side_B
Loadstar Issue #189 (199x)(Softdisk)(Side C),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #189 (199x)(Softdisk)(Side C),38,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_189_199x_Softdisk_Side_C,378569,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_189_199x_Softdisk_Side_C
Loadstar Issue #189 (199x)(Softdisk)(Side D),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #189 (199x)(Softdisk)(Side D),51,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_189_199x_Softdisk_Side_D,392161,English,software,,"15.04.2021, 17.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_189_199x_Softdisk_Side_D
Loadstar Issue #190 (199x)(Softdisk)(Side A),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #190 (199x)(Softdisk)(Side A),44,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_190_199x_Softdisk_Side_A,1062143,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_190_199x_Softdisk_Side_A
Loadstar Issue #190 (199x)(Softdisk)(Side B),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #190 (199x)(Softdisk)(Side B),29,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_190_199x_Softdisk_Side_B,641316,English,software,,"15.04.2021, 16.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_190_199x_Softdisk_Side_B
Loadstar Issue #190 (199x)(Softdisk)(Side C),Loadstar,Commodore 64,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,Loadstar Issue #190 (199x)(Softdisk)(Side C),37,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Loadstar_Issue_190_199x_Softdisk_Side_C,379375,English,software,,"15.04.2021, 17.04.2021",15.04.2021,,,,https://archive.org/details/Loadstar_Issue_190_199x_Softdisk_Side_C
